subject,runtype,smoothing,median_rel,mean_rel,ROI,run
01,sus,sm_2_vox,0.17624243466734862,0.17381225985883833,PPA,3
01,er,unsmoothed,0.0657639115826243,0.06186964815793382,PPA,1
01,er,unsmoothed,0.011719303531932408,-0.008323906312187514,PPA,2
01,er,unsmoothed,-0.028825133679462805,-0.031850928292148174,PPA,3
01,er,sm_2_vox,0.01181965036826716,0.004064895013103321,PPA,1
01,er,sm_2_vox,-0.09712296908295653,-0.09167260233418598,PPA,2
01,er,sm_2_vox,0.008945390759564603,0.004704062985422156,PPA,3
01,miniblock,unsmoothed,0.10449636645007812,0.11589572977077116,EBA,1
01,miniblock,unsmoothed,0.07740573100209294,0.08797122296816162,EBA,2
01,miniblock,unsmoothed,0.04917214009659771,0.06182699114138178,EBA,3
01,miniblock,sm_2_vox,0.22184197213877416,0.21978208750888048,EBA,1
01,miniblock,sm_2_vox,0.14437459232326333,0.15801841373088174,EBA,2
01,miniblock,sm_2_vox,0.13696700043895438,0.15352548926763424,EBA,3
01,sus,unsmoothed,0.03947497918141496,0.04661048243380744,EBA,1
01,sus,unsmoothed,0.04717506705233091,0.055297941901589744,EBA,2
01,sus,unsmoothed,0.033647158473250824,0.029104354744579803,EBA,3
01,sus,sm_2_vox,0.07273564668624889,0.07411427069879523,EBA,1
01,sus,sm_2_vox,0.12977450703394222,0.14058906992559825,EBA,2
01,sus,sm_2_vox,0.09871154978748639,0.08847939633190204,EBA,3
01,er,unsmoothed,0.0013425960412851642,0.0008591092599237547,EBA,1
01,er,unsmoothed,-0.020938991729003917,-0.01662463671177409,EBA,2
01,er,unsmoothed,-0.007755791272568289,-0.009145409654896706,EBA,3
01,er,sm_2_vox,-0.001894623282457493,-0.001000624156276585,EBA,1
01,er,sm_2_vox,0.05578654400088678,0.051235597312639825,EBA,2
01,er,sm_2_vox,0.020002936797108004,0.019427399571593118,EBA,3
01,miniblock,unsmoothed,0.10817165863094294,0.11685856813294872,EVC,1
01,miniblock,unsmoothed,0.10314282250567922,0.11205481238080583,EVC,2
01,miniblock,unsmoothed,0.05628917790758203,0.0685231047533069,EVC,3
01,miniblock,sm_2_vox,0.1651284913830638,0.17716134992619437,EVC,1
01,miniblock,sm_2_vox,0.1605466471095348,0.1897720037524582,EVC,2
01,miniblock,sm_2_vox,0.1339472723735849,0.18041384205471717,EVC,3
01,sus,unsmoothed,0.07420032087038908,0.08046590392495433,EVC,1
01,sus,unsmoothed,0.06364929650662335,0.08180611225771227,EVC,2
01,sus,unsmoothed,0.05550733445069765,0.06469402112695673,EVC,3
01,sus,sm_2_vox,0.1298058384473017,0.15891013968797973,EVC,1
01,sus,sm_2_vox,0.13943807071200404,0.1723762292915177,EVC,2
01,sus,sm_2_vox,0.11190068147553253,0.1226618034985947,EVC,3
