subject,runtype,smoothing,split,median_reliability,mean_reliability,maximum_reliability,ROI
04,sus,sm_2_vox,5,0.07975430505192939,0.09742148702802131,0.8078098562834273,visually_responsive_voxels
04,sus,sm_2_vox,6,0.038712149465394106,0.04769848825063643,0.7326883343835069,visually_responsive_voxels
04,sus,sm_2_vox,7,0.06709796345996306,0.07718470032249827,0.8039953305352289,visually_responsive_voxels
04,sus,sm_2_vox,8,0.039241274943219676,0.04311639970905179,0.7655624096866498,visually_responsive_voxels
04,sus,sm_2_vox,9,0.05992402818028264,0.07444461869678755,0.7851823880556019,visually_responsive_voxels
04,sus,sm_2_vox,10,0.07440076997665945,0.082509835813366,0.7554329909451952,visually_responsive_voxels
04,miniblock,unsmoothed,1,0.030420263977837342,0.038835800154839395,0.728588696989962,visually_responsive_voxels
04,miniblock,unsmoothed,2,0.03280514568984139,0.04168594005127679,0.7970552920506502,visually_responsive_voxels
04,miniblock,unsmoothed,3,0.027058644647245524,0.03924235057441166,0.7799681268337386,visually_responsive_voxels
04,miniblock,unsmoothed,4,0.02512959179890137,0.034276322506391455,0.742047617891939,visually_responsive_voxels
04,miniblock,unsmoothed,5,0.0385475273877208,0.04996538679629222,0.7947101707438855,visually_responsive_voxels
04,miniblock,unsmoothed,6,0.043125196345787424,0.05599425004847552,0.8401820385471626,visually_responsive_voxels
04,miniblock,unsmoothed,7,0.03105115999264423,0.04274128363581341,0.76715190377479,visually_responsive_voxels
04,miniblock,unsmoothed,8,0.029882639530508567,0.03772765328304321,0.7473890565948218,visually_responsive_voxels
04,miniblock,unsmoothed,9,0.03926069362893009,0.05086774261288851,0.7957499462304165,visually_responsive_voxels
04,miniblock,unsmoothed,10,0.032275503321659,0.043513767884538826,0.8088472553750928,visually_responsive_voxels
04,miniblock,sm_2_vox,1,0.04422664045568162,0.06543326970223322,0.8031513043168249,visually_responsive_voxels
04,miniblock,sm_2_vox,2,0.03612883507493345,0.05778981418313573,0.8021193561580139,visually_responsive_voxels
04,miniblock,sm_2_vox,3,0.038134879032256666,0.06381671763275909,0.8421976426642281,visually_responsive_voxels
04,miniblock,sm_2_vox,4,0.04714232132340454,0.06696843536796825,0.8144374768517454,visually_responsive_voxels
04,miniblock,sm_2_vox,5,0.06959489317555803,0.09841983898073864,0.8641251780101522,visually_responsive_voxels
04,miniblock,sm_2_vox,6,0.059830432274926924,0.08730737679232174,0.8659513593002901,visually_responsive_voxels
04,miniblock,sm_2_vox,7,0.04276602058210823,0.07146381548937825,0.8014634339373687,visually_responsive_voxels
04,miniblock,sm_2_vox,8,0.04856602359737815,0.06857896798982545,0.8013189153829776,visually_responsive_voxels
04,miniblock,sm_2_vox,9,0.06604396201753931,0.08846114027171263,0.8730955598799364,visually_responsive_voxels
04,miniblock,sm_2_vox,10,0.03560889715488483,0.06312321512204815,0.8901923283393101,visually_responsive_voxels
04,er,unsmoothed,1,0.029565115199273906,0.027215941395752296,0.5113276175955883,FFA
04,er,unsmoothed,2,0.015991526734383296,0.031491133469055126,0.5933527624484656,FFA
04,er,unsmoothed,3,0.025539456011382043,0.03197170043564387,0.5357916735926171,FFA
04,er,unsmoothed,4,0.024213083242139104,0.03472148947735974,0.5352627180608,FFA
04,er,unsmoothed,5,0.03850101245218804,0.04997163479082468,0.5139325192897387,FFA
04,er,unsmoothed,6,0.03912285566647935,0.04038006824665593,0.5293293851769054,FFA
04,er,unsmoothed,7,0.04203908904914014,0.04224686770585081,0.554851571262637,FFA
04,er,unsmoothed,8,0.04216079486062556,0.036770266356003785,0.53358581444873,FFA
04,er,unsmoothed,9,0.024078237331397117,0.02519110660165416,0.5947294091326145,FFA
04,er,unsmoothed,10,0.037133429547941625,0.04316181533894232,0.574735996069502,FFA
04,er,sm_2_vox,1,0.15461748916391538,0.1503645461758911,0.697944917172955,FFA
04,er,sm_2_vox,2,0.1916765041339627,0.18300069098657698,0.6550125932355123,FFA
04,er,sm_2_vox,3,0.1293246451061516,0.1325991968410258,0.6988184163314287,FFA
04,er,sm_2_vox,4,0.15697377455311334,0.1466880761162956,0.6911218265655865,FFA
04,er,sm_2_vox,5,0.19025183409312035,0.1788157761473851,0.6198797063209509,FFA
04,er,sm_2_vox,6,0.1724669428043285,0.16807171940387908,0.7393743104059869,FFA
04,er,sm_2_vox,7,0.19585172053581934,0.18951243122516018,0.6768458661991107,FFA
04,er,sm_2_vox,8,0.17992148709816141,0.16984512242274658,0.6320290801098012,FFA
04,er,sm_2_vox,9,0.1640493145874462,0.1660199971870186,0.6527273155769728,FFA
04,er,sm_2_vox,10,0.20803474073028644,0.19983273743522587,0.7019073620234091,FFA
04,sus,unsmoothed,1,0.15809626981101624,0.17343754373465153,0.705567504716967,FFA
04,sus,unsmoothed,2,0.195989825333221,0.20463153491640104,0.6787687695792937,FFA
04,sus,unsmoothed,3,0.18863506561522925,0.1926452107048399,0.7054965779680453,FFA
04,sus,unsmoothed,4,0.14843540860932153,0.16864742045389083,0.7233363843468748,FFA
04,sus,unsmoothed,5,0.17317799620045735,0.19249923372913974,0.746665921391534,FFA
04,sus,unsmoothed,6,0.13031501500631065,0.14889393622405678,0.7127354918113962,FFA
04,sus,unsmoothed,7,0.1558617273558927,0.18389118869675494,0.7638060969091477,FFA
04,sus,unsmoothed,8,0.16431568966674087,0.17610293015731454,0.6737014828093353,FFA
04,sus,unsmoothed,9,0.1743509800915147,0.19116279528446306,0.7469838689876906,FFA
04,sus,unsmoothed,10,0.17971038180305793,0.18433413466188314,0.718762414774475,FFA
04,sus,sm_2_vox,1,0.45796360234872485,0.4200576441161389,0.7159025162936845,FFA
04,sus,sm_2_vox,2,0.49809490986233274,0.4579269824883028,0.7901473903990501,FFA
04,sus,sm_2_vox,3,0.46212106311662093,0.42355726215014156,0.7606468810264466,FFA
04,sus,sm_2_vox,4,0.3641901646296556,0.3512500747797959,0.7469778638520276,FFA
04,sus,sm_2_vox,5,0.4890472906063365,0.44890902914119885,0.8078098562834273,FFA
04,sus,sm_2_vox,6,0.3867383071693946,0.35808598801137204,0.7382869645346495,FFA
04,sus,sm_2_vox,7,0.4526127535562783,0.42367044954030375,0.8039953305352289,FFA
04,sus,sm_2_vox,8,0.40107621835512364,0.3861000496040538,0.734523781116711,FFA
04,sus,sm_2_vox,9,0.47782561794870343,0.4543954276300078,0.7851823880556019,FFA
04,sus,sm_2_vox,10,0.4319436894899178,0.40983979552044264,0.7319668699638533,FFA
04,miniblock,unsmoothed,1,0.13569401661225614,0.14106357026620064,0.6639925093093776,FFA
04,miniblock,unsmoothed,2,0.1277672643352496,0.1451041573258565,0.7970552920506502,FFA
04,miniblock,unsmoothed,3,0.1360205000478349,0.13168511241548692,0.65548833264832,FFA
04,miniblock,unsmoothed,4,0.12503122699339964,0.1266029520049201,0.6706791281917591,FFA
04,miniblock,unsmoothed,5,0.15253788063748552,0.15452177628975097,0.7947101707438855,FFA
04,miniblock,unsmoothed,6,0.1608302039673938,0.15963495948033093,0.7574858525779166,FFA
04,miniblock,unsmoothed,7,0.13872552372416186,0.14885871349028648,0.7546466906685579,FFA
04,miniblock,unsmoothed,8,0.14377910068473462,0.12726580534738768,0.6498564359707819,FFA
04,miniblock,unsmoothed,9,0.1486800618198173,0.1550370646584322,0.748530932050525,FFA
04,miniblock,unsmoothed,10,0.14948292022315685,0.14865136461505687,0.6963764493929889,FFA
04,miniblock,sm_2_vox,1,0.3777824973053372,0.34387415680909483,0.7129327522354414,FFA
04,miniblock,sm_2_vox,2,0.41899302697699314,0.3630518842231857,0.8021193561580139,FFA
04,miniblock,sm_2_vox,3,0.3288647897307459,0.30875631835490874,0.6875913550765264,FFA
04,miniblock,sm_2_vox,4,0.35399198532595844,0.32134480974608526,0.7484668038426553,FFA
04,miniblock,sm_2_vox,5,0.42995728892727914,0.39302745411947887,0.807754398595828,FFA
04,miniblock,sm_2_vox,6,0.4291145986468492,0.38224531830218145,0.7442630200083054,FFA
04,miniblock,sm_2_vox,7,0.3811656688191367,0.35010498818378594,0.8014634339373687,FFA
04,miniblock,sm_2_vox,8,0.35850202903670814,0.3177746829559091,0.7491445262424168,FFA
04,miniblock,sm_2_vox,9,0.43589294555458613,0.38738713000941505,0.7733095649221717,FFA
04,miniblock,sm_2_vox,10,0.3711127502744261,0.33482910867087984,0.7501706373826609,FFA
04,er,unsmoothed,1,0.0023129469552419235,0.025191927623463565,0.4166970716049164,PPA
04,er,unsmoothed,2,0.010476882644126849,0.009578624595485452,0.34828271354587204,PPA
